,is_accident,accident_datetime,street,city,number_injured,accident_severity,drivers,id_column,input_text,accidents
98,True,2025-08-31 07:30,Cottoner Avenue,Fgura,1.0,Serious,"[{'vehicle_type': 'Mitsubishi L200', 'vehicle_damage_severity': 'none', 'driver_age': 68, 'driver_gender': 'M', 'is_victim': False}]",99,"Title: Woman grievously injured in a traffic accident
Content: An 87-year-old woman, who lives in Qormi, at around 0730 hrs, was taken Mater Dei Hospital since she was involved in a traffic accident in Cottoner Avenue, Fgura.Initial investigations, showed that the woman was hit by Mitsubishi L200, that was being driven by a 68-year-old man from Qormi.The woman was assisted by a medical team, taken to Mater Dei hospital by an ambulance and was later certified as suffering from grievous injuries.Police investigations are ongoing.
Publish Date: 2025-08-31",
99,True,2025-02-08 21:00,Triq ir-Rabat,Żebbuġ,2.0,Serious,"[{'vehicle_type': 'Isuzu WFR van', 'vehicle_damage_severity': 'Major', 'driver_age': 25, 'driver_gender': 'none', 'is_victim': True}]",100,"Title: Traffic accident in Gozo
Content: Yesterday, at around 2100hrs, the Police were informed of a traffic accident in Triq ir-Rabat, Żebbuġ, Gozo.The Police immediately went to the scene and from a preliminary investigation it was revealed that a 25-year-old Macedonian resident of Żebbuġ, Gozo, lost control of the Isuzu WFR van he was driving and fell into a valley about one and a half stories high. In the van, there was a 36-year-old compatriot also resident of Żebbuġ, Gozo.Members of the Civil Protection and a medical team were called to the scene to assist. An ambulance took the men to the Gozo General Hospital to receive the necessary treatment, where they were certified with grievous injuries.Police investigations are still ongoing.
Publish Date: 2025-02-09",
100,True,2024-12-11 17:00,Dawret San Pawl,St Paul's Bay,1.0,Fatal,"[{'vehicle_type': 'Motorcycle', 'vehicle_damage_severity': 'Major', 'driver_age': 54, 'driver_gender': 'M', 'is_victim': True}]",101,"Title: Motorcycle accident in St Paul&#8217;s Bay
Content: Update:Unfortunately, the 54-year-old Englishman recently lost his life at Mater Dei Hospital.The Magisterial Inquiry and Police investigations are ongoing.Earlier: A 54-year-old Englishman resident in Mellieħa, at around 1700hrs, was taken to Mater Dei Hospital because he was injured in a traffic accident in Dawret San Pawl, St Paul’s Bay.Preliminary investigations showed that the man was riding a Honda motorcycle, lost control and crashed into a skip which was stationary on the road.He was assisted by a medical team, taken to hospital by ambulance and certified to be seriously injured.Magistrate Dr Ian Farrugia LL.D was informed of the case and appointed an inquiry.Police investigations are ongoing.
Publish Date: 2024-12-11",
101,True,2025-02-09 01:30,Triq is-Sorijiet,Tarxien,3.0,Serious,"[{'vehicle_type': 'Hyundai Tucson', 'vehicle_damage_severity': 'Major', 'driver_age': 'none', 'driver_gender': 'none', 'is_victim': True}, {'vehicle_type': 'Fiat 500', 'vehicle_damage_severity': 'Major', 'driver_age': 25, 'driver_gender': 'F', 'is_victim': True}]",102,"Title: Two policemen injured in Tarxien accident
Content: Two police officers were grievously injured last night when they were involved in an accident while following a vehicle which left the scene at excessive speed after the driver noticed the presence of the police.At around 0130hrs, the Police were asked to assist on an argument in Żurrieq. Upon arriving in the vicinity, they noticed a person who was involved in the case fleeing the scene with a BMW.The police therefore followed this vehicle and as soon as they arrived in Triq is-Sorijiet, Tarxien, the Corps vehicle, Hyundai Tucson, was involved in a collision with a Fiat 500, driven by a 25-year-old woman residing in Tarxien. The two policemen were taken to Mater Dei Hospital for treatment and were certified to be suffering from grievous injuries, while the woman suffered slight injuries.Six parked vehicles were hit as a result of the impact.A number of persons are being spoken to by the Police about the case.Police investigations into this case are ongoing.
Publish Date: 2025-02-09",
102,True,2025-04-13 08:00,Triq Marsaxlokk,Marsaxlokk,1.0,Serious,"[{'vehicle_type': 'Toyota Yaris', 'vehicle_damage_severity': 'Major', 'driver_age': 35, 'driver_gender': 'M', 'is_victim': False}]",103,"Title: Traffic accident in Marsaxlokk
Content: Today, at around 0800hrs, the Police were informed of a traffic accident in Triq Marsaxlokk, Marsaxlokk.Preliminary investigations showed that a 35-year-old Libyan man from Msida lost control of the Toyota Yaris he was driving and crashed into a pole and a wall. Another 28-year-old Libyan national, a resident of Swieqi, was also in the vehicle.A medical team was called on site and an ambulance took the 28-year-old man to Mater Dei Hospital. He was later certified to have sustained grievous injuries.Police investigations are ongoing.
Publish Date: 2025-04-13",
103,True,2025-08-26 18:30,Attard Road,Zebbug,1.0,Serious,"[{'vehicle_type': 'Car', 'vehicle_damage_severity': 'none', 'driver_age': 32, 'driver_gender': 'none', 'is_victim': False}, {'vehicle_type': 'Motorcycle', 'vehicle_damage_severity': 'none', 'driver_age': 28, 'driver_gender': 'none', 'is_victim': True}]",104,"Title: Car-motorcycle collision in Zebbug
Content: Yesterday, at around 1830hrs, the police were informed of a traffic accident in Attard Road, Zebbug.Preliminary investigations showed that a collision occurred between a Peugeot 2008 driven by a 32-year-old residing in Balzan and a Benelli motorcycle driven by a 28-year-old residing in Siggiewi.A medical team was called on site and an ambulance took the motorcyclist to Mater Dei where he was certified to have sustained grievous injuries.Police investigations are ongoing.
Publish Date: 2025-08-27",
104,True,2025-01-22 18:00,Triq Rodolfu,Sliema,1.0,Serious,"[{'vehicle_type': 'Car', 'vehicle_damage_severity': 'none', 'driver_age': 47, 'driver_gender': 'M', 'is_victim': False}, {'vehicle_type': 'Motorcycle', 'vehicle_damage_severity': 'none', 'driver_age': 51, 'driver_gender': 'M', 'is_victim': True}]",105,"Title: Sliema traffic accident
Content: Yesterday, at around 1800 hrs, the Police were informed of a traffic accident in Triq Rodolfu, Sliema.Preliminary investigation showed that a collision occurred between a Dacia Duster that was being driven by a 47-year-old Filipino man from Santa Venera and a Kymco Agility motorcycle that was being driven by a 51-year-old man from Sliema.The biker was assisted by a medical team and taken to Mater Dei Hospital by an ambulance for further medical attention. He was later certified to have sustained grievous injuries.The Police are investigating the case.
Publish Date: 2025-01-23",
105,True,2025-06-19 13:15,Pinto Wharf,Floriana,1.0,Serious,"[{'vehicle_type': 'Toyota Ractis', 'vehicle_damage_severity': 'none', 'driver_age': 52, 'driver_gender': 'M', 'is_victim': False}]",106,"Title: Woman seriously injured in traffic accident
Content: On Thursday 19th June, at around one and a quarter in the afternoon (1315 hrs), the Police were informed of a traffic accident at Pinto Wharf, Floriana.Preliminary investigations by the Police found that a 57-year-old German woman was hit by a Toyota Ractis driven by a 52-year-old man from Żabbar.A medical team was called on site and an ambulance took the woman to Mater Dei Hospital. She was certified to have sustained serious injuries.Ms Antoine Agius Bonnici LL. Mr D. appointed an inquiry while Police investigations into the incident are ongoing.
Publish Date: 2025-06-22",
106,True,2025-02-05 09:00,Vjal L-Istadium Nazzjonali,Attard,1.0,Serious,"[{'vehicle_type': 'Motorcycle', 'vehicle_damage_severity': 'none', 'driver_age': 52, 'driver_gender': 'M', 'is_victim': True}]",107,"Title: Motorcycle accident in Attard
Content: A 52-year-old man and residing in Ħaż-Żebbuġ, at around 0900hrs, was taken to Mater Dei Hospital because he was injured in a traffic accident in Vjal L-Istadium Nazzjonali in Ta’ Qali, Attard.Preliminary investigations showed that the man was riding a Kymco motorcycle, lost control and fell.He was assisted by a medical team, taken to hospital by ambulance and certified to have sustained grievous injuries.Police investigations are ongoing.
Publish Date: 2025-02-05",
107,True,2024-12-19 10:45,Triq il-Ġermanja,Naxxar,1.0,Serious,"[{'vehicle_type': 'Toyota Vitz', 'vehicle_damage_severity': 'Major', 'driver_age': 78, 'driver_gender': 'F', 'is_victim': True}]",108,"Title: Naxxar traffic accident
Content: Today, at around 1045hrs, the Police were informed of a traffic accident in Triq il-Ġermanja, Naxxar.The Police went immediately on site and preliminary investigations showed that a 78-year-old woman who resides in Naxxar, lost control of the Toyota Vitz she was driving and crashed into a parked truck.The victim was assisted by a medical team, taken to Mater Dei Hospital by ambulance and certified to be seriously injured.Magistrate Dr Joe Mifsud LL.D was informed of the case and appointed an inquiry.Civil Protection Department personnel were also on site to assist.The Police are carrying out investigations on the case.
Publish Date: 2024-12-19",
108,True,2025-03-16 08:00,Vjal il-Helsien,Zebbug,2.0,Serious,"[{'vehicle_type': 'Peugeot 306', 'vehicle_damage_severity': 'none', 'driver_age': 59, 'driver_gender': 'M', 'is_victim': False}]",109,"Title: Żebbuġ traffic accident  
Content: Today, at around 0800hrs, the Police were informed that their assistance was needed in Vjal il-Helsien, Zebbug.Preliminary investigations by the Police showed that a 68-year-old man and a 64-year-old woman, both residents of Żebbuġ, sustained injuries after they were hit by a Peugeot 306 that was being driven by a 59-year-old man from Żebbuġ.A medical team was called on site and an ambulance took both victims to Mater Dei Hospital for treatment. The woman was later certified that she suffered grievous injuries while the man suffered slight injuries.Police investigations are ongoing.
Publish Date: 2025-03-16",
109,True,2025-07-17 22:15,Triq il-Wied ta’ Birkirkara,Birkirkara,1.0,Serious,"[{'vehicle_type': 'Car', 'vehicle_damage_severity': 'none', 'driver_age': 41, 'driver_gender': 'none', 'is_victim': False}, {'vehicle_type': 'E-scooter', 'vehicle_damage_severity': 'none', 'driver_age': 17, 'driver_gender': 'none', 'is_victim': True}]",110,"Title: Collision between a car and e-scooter
Content: Yesterday, at around 2215 hrs, the Police were informed of a traffic accident in Triq il-Wied ta’ Birkirkara, Birkirkara.Preliminary investigations showed that a collision occurred between a Mazda Demio that was being driven by a 41-year-old man from Birkirkara and an e-scooter that was being driven by a 17-year-old man from Birkirkara.A medical team was called on site and an ambulance took the 17-year-old driver to Mater Dei Hospital, where he was certified to have sustained grievous injuries.The Police are carrying out investigations.
Publish Date: 2025-07-18",
110,True,2025-08-12 07:00,St Luke’s Square,Gwardamanġa,2.0,Serious,"[{'vehicle_type': 'Volkswagen Caddy', 'vehicle_damage_severity': 'none', 'driver_age': 62, 'driver_gender': 'M', 'is_victim': True}, {'vehicle_type': 'Mercedes Benz E320', 'vehicle_damage_severity': 'none', 'driver_age': 'none', 'driver_gender': 'none', 'is_victim': False}]",111,"Title: Traffic accident in Gwardamanġa
Content: Today, at around 0700hrs, the Police were informed of a traffic accident in St Luke’s Square, Gwardamanġa.The Police went immediately on site and preliminary investigations showed that a collision had occurred between a Volkswagen Caddy driven by a 62-year-old man residing in Mellieħa and a Mercedes Benz E320, which was stationary at the side of the road. Consequently, the Mercedes moved forward and hit a 41-year-old woman residing in Valletta.Members of the Civil Protection Department and a medical team were called to the scene and ambulances took the two persons to Mater Dei Hospital for treatment. They were later certified to have sustained grievous injuries.Police investigations into this incident are ongoing.
Publish Date: 2025-08-12",
