id,title,content,date_published,accident_datetime,street,city,A_accident_severity,A_driver_age,A_driver_gender,A_number_injured,A_vehicle_type,B_accident_severity,B_driver_age,B_driver_gender,B_number_injured,B_vehicle_type,C_accident_severity,C_driver_age,C_driver_gender,C_number_injured,C_vehicle_type,D_accident_severity,D_driver_age,D_driver_gender,D_number_injured,D_vehicle_type,accident_date_id,accident_severity,total_injured,C_city,C_street,accident_time_category,accident_time_afternoon,accident_time_early_morning,accident_time_evening,accident_time_late_evening,accident_time_morning,accident_time_night,driver_under_18,driver_18_to_24,driver_25_to_49,driver_50_to_64,driver_65_plus,num_drivers_under_18,num_drivers_18_to_24,num_drivers_25_to_49,num_drivers_50_to_64,num_drivers_65_plus,driver_male,driver_female,driver_unknown,num_drivers_male,num_drivers_female,num_drivers_unknown,num_drivers_total,vehicle_unknown,vehicle_pedestrian,vehicle_bicycle,vehicle_motorbike,vehicle_car,vehicle_van,vehicle_bus,num_vehicle_unknown,num_vehicle_pedestrian,num_vehicle_bicycle,num_vehicle_motorbike,num_vehicle_car,num_vehicle_van,num_vehicle_bus,is_weekend,is_public_holiday_mt,is_school_holiday_mt,is_school_day_mt,street_latitude,street_longitude,street_type,street_type_other,street_type_primary,street_type_residential,street_type_secondary,street_type_tertiary,street_type_trunk,region,region_Central,region_Gozo,region_Northern,region_South Eastern,region_Southern Harbour
article_2745.0,Biker injured in Ä¦amrun hit-and-run asks for help to track down driver,"A motorcyclist has made an appeal from his hospital bed for the public to help find a hit-and run driver who left him lying injured on a Ä¦amrun road. Andre Spiteri suffered broken ribs, punctured lungs, a broken wrist and a dislocated shoulder when his motorcycle was hit by a van shortly after 11pm on Monday night. The crash happened on Triq il-Kappillan Mifsud, police said. The 23-year-old is recovering from his ordeal at Mater Dei hospital but the driver who fled the scene remains at large. Appealing for information, the Tarxien Rainbows goalkeeper said he doesnâ€™t know how he survived the crash.  Spiteri next remembers lying down on the ground and struggling to breathe. â€œI couldnâ€™t breathe, it was like someone was trying to choke me, and the pain started immediately,â€ he said. â€œI could see that my wrist was broken, and I tried to lift my head and the visor slightly, but I didnâ€™t remove my helmet.â€ He recalled how a Syrian man rushed to his side and held his hand, while a woman who lives close by and heard the accident also stayed by his side. â€œThey both never left my side, and the woman stayed asking me questions to see what I remembered and how I was feeling,â€ he said. His parents and girlfriend were in shock when they learned about the accident and are determined to get justice for him. From debris left on the scene, the van appears to be a Citroen Berlingo. The police and paramedics arrived shortly afterwards, and he was taken straight to hospital, where he still is recovering days later. Spiteri says he is thankful that his girlfriend was not with him at the time. â€œEight minutes after I dropped her home, the accident happened,â€ he said. â€œMy life has changed completely right now. I cannot work or practise football now, I need time to recover.â€ A police spokesperson said investigations are ongoing.",27/02/2025,2025-02-24 23:45:00,triq il-kappillan mifsud,hamrun,Serious,23,M,1,Motorbike,not injured,Unknown,Unknown,0,van,,,,,,,,,,,20250224,Serious,1,hamrun,triq il-kappilan mifsud,night,False,False,False,False,False,True,False,True,False,False,False,0,1,0,0,0,True,False,True,1,0,1,2,False,False,False,True,False,True,False,0,0,0,1,0,1,0,False,False,False,True,35.88641,14.48827,residential,False,False,True,False,False,False,Central,True,False,False,False,False
article_2666.0,Man left with serious injuries after traffic accident in Marsa,"A man was left with serious injuries after being involved in a traffic incident in Marsa on Monday morning. Â  The incident happened at around 7am on Triq Aldo Moro, with initial investigations suggesting the man, a Birkirkara resident, had lost control of the Sym Symphony motorbike he was riding and fell.Â  He was treated at the scene before being taken to Mater Dei Hospital, where his injuries were certified as serious.Â  Police investigations are ongoing.",03/03/2025,2025-03-03 07:00:00,triq aldo moro,marsa,Serious,Unknown,M,1,Motorbike,,,,,,,,,,,,,,,,20250303,Serious,1,marsa,aldo moro road,early_morning,False,True,False,False,False,False,False,False,False,False,False,0,0,0,0,0,True,False,False,1,0,0,1,False,False,False,True,False,False,False,0,0,0,1,0,0,0,False,False,True,False,35.8772393,14.4948062,trunk,False,False,False,False,False,True,Southern Harbour,False,False,False,False,True
article_2658.0,"Man, 75, seriously injured in Xewkija crash","A 75-year-old man was seriously injured when he crashed into a wall on Triq l-ImÄ¡arr, Xewkija, on Monday morning. The police said the accident was reported at 7am. The man - from GÄ§ajnsielem - was driving a Daihatsu Terios.Â  He was rushed to the Gozo General Hospital. A magisterial inquiry and police investigations are ongoing.",03/03/2025,2025-03-03 07:00:00,triq l-imgarr,xewkija,Serious,75,M,1,Car,,,,,,,,,,,,,,,,20250303,Serious,1,xewkija,triq l-imgarr,early_morning,False,True,False,False,False,False,False,False,False,False,True,0,0,0,0,1,True,False,False,1,0,0,1,False,False,False,False,True,False,False,0,0,0,0,1,0,0,False,False,True,False,36.02573,14.29241,secondary,False,False,False,True,False,False,Gozo,False,True,False,False,False
article_2557.0,"Car hits parked vehicles, overturns in St Paul's Bay","A woman was treated for shock after she lost control of her car, which crashed into a parked car and a motorcycle before overturning on Saturday evening. The accident happened in Triq San Pawl, St Paul's Bay, at about 7.30pm. The motorist, a 56-year-old woman from Msida, was unhurt but treated for shock. Her Peugeot 2008 was extensively damaged.",09/03/2025,2025-03-08 19:30:00,triq san pawl,st paul's bay,not injured,56,F,0,Car,,,,,,,,,,,,,,,,20250308,not injured,0,san pawl il bahar,triq san pawl,evening,False,False,True,False,False,False,False,False,False,True,False,0,0,0,1,0,False,True,False,0,1,0,1,False,False,False,False,True,False,False,0,0,0,0,1,0,0,True,False,False,False,35.9467503,14.3916683,tertiary,False,False,False,False,True,False,Northern,False,False,True,False,False
article_2492.0,"Six rushed to hospital following crash between bus and car in Å»ebbuÄ¡, Gozo","Six people were rushed to hospital on Thursday following a crash between a double-decker and a car in Å»ebbuÄ¡, Gozo. The police said the accident was reported at around 2.45pm on Triq ir-Rabat. The Optare bus was being driven by a 45-year-old man from Xewkija, while the vehicle - a Toyota Vitz - was being driven by a 35-year-old Egyptian national. Both drivers and four bus passengers - two men and two women aged in their 70s - were rushed to the Gozo General Hospital. While the bus driver was not injured, the car driver suffered grievous injuries.Â  The passengers suffered slight injuries.Â  Police investigations are ongoing.",13/03/2025,2025-03-13 14:45:00,triq ir-rabat,zebbug,Slight,45,M,5,Bus,Grievious,35,M,1,Car,,,,,,,,,,,20250313,Grievious,6,zebbug,triq ir-rabat,afternoon,True,False,False,False,False,False,False,False,True,False,False,0,0,2,0,0,True,False,False,2,0,0,2,False,False,False,False,True,False,True,0,0,0,0,1,0,1,False,False,False,True,36.0672705,14.259524,secondary,False,False,False,True,False,False,Central,True,False,False,False,False
article_2452.0,"Driver injured after his truck overturns in Rabat, load spilled across road","Updated: 3.30pm A truck driver was grievously injured when his vehicle overturned, spilling an entire load of construction sand across the road near Mdina on Friday morning. The accident happened on Triq Buqana in Rabat at around 10am. The spillage caused both carriageways of the main road leading to MÄ¡arr to be closed to traffic. The driver of the DAC truck - a 35-year-old man from Marsascala - was taken to hospital by ambulance.Â  In a Facebook post, Transport Malta announced it had closed the road in both directions until the vehicle and the sand were cleared away.  ROTA urges segregation of high-speed traffic, bicyclesÂ  In a statement on Friday afternoon, bicycle advocacy group ROTA said the crash flagged the urgent need forÂ better road safety measures, particularly for bicycle users. The truck, the NGO said, ended up within the bicycle lane, where, had there been a bicycle user, they could have been fatally injured. ""The current road design offers no protection for cyclists, and this tragic event highlights the pressing need for proper segregation between high-speed traffic and vulnerable road users, particularly those on bicycles,"" ROTA said. The need for protected bicycle lanes is not just a local issue - the matter has also been flagged in international road safety guidelines such as the CROW guidelines. These guidelines emphasise the importance of segregation in high-speed areas and the need for roads that are forgiving of human error, the group noted. ""In simple terms, we must ensure that the consequences of mistakes â€“ whether made by a driver or a cyclist â€“ are not fatal. Sadly, Malta is still without a legally binding national cycling policy that will outline clear standards for the design and implementation of safe and effective bicycle lanes. ""We cannot allow cyclists to be subjected to what is, at best, a makeshift effort that often amounts to nothing more than a splash of green paint and some rumble strips. It is not enough. Bicycle lanes need to be designed to protect cyclists â€“ physically separated from traffic in high-speed areas, with sufficient space and barriers to prevent accidents.""",14/03/2025,2025-03-14 10:00:00,triq buqana,rabat,Grievious,35,M,1,Van,,,,,,,,,,,,,,,,20250314,Grievious,1,rabat,triq buqana,morning,False,False,False,False,True,False,False,False,True,False,False,0,0,1,0,0,True,False,False,1,0,0,1,False,False,False,False,False,True,False,0,0,0,0,0,1,0,False,False,False,True,35.8919893,14.4089334,primary,False,True,False,False,False,False,Central,True,False,False,False,False
article_2461.0,Three taken to hospital as a precaution following GÄ§ajn Dwieli crash,"Three people were taken to hospital with minor injuries following a crash on Triq GÄ§ajn Dwieli on Friday night that also damaged three parked cars. The incident in Paola was reported to the police at around 10.30pm, a police spokesperson told Times of Malta. The road leading to Cottonera was temporarily closed as a result.Â  It involved a Renault Captur driven byÂ  34-year-old Kalkara man and BMW 525 driven by a male 39-year-old from Birkirkara. The driver of the Renault was slightly injured in the incident while the BMW driver was taken to hospital but discharged with no injuries. A 24-year-old woman from St Paulâ€™s Bay who was riding in the BMWâ€™s passenger seat was also taken to hospital for treatment. No information about her medical condition was available at the time of publication but she is not in any danger, the police said.",15/03/2025,2025-03-14 22:30:00,triq ghajn dwieli,paola,Slight,34,M,1,Car,not injured,39,M,2,Car,,,,,,,,,,,20250314,Slight,3,paola,triq ghajn dwieli,late_evening,False,False,False,True,False,False,False,False,True,False,False,0,0,2,0,0,True,False,False,2,0,0,2,False,False,False,False,True,False,False,0,0,0,0,2,0,0,False,False,False,True,35.8772491,14.5138522,secondary,False,False,False,True,False,False,Southern Harbour,False,False,False,False,True
release_11,Motorcycle accident in Naxxar,"This morning at around 0800hrs, a 40-year-old man from Ä¦aÅ¼-Å»abbar, was hospitalised at Mater Dei following a traffic accident along the Coast Road in Naxxar.Preliminary investigations showed that the man was riding a Honda CBR motorcycle, lost control and crashed.He was assisted by a medical team and taken to hospital by an ambulance. Later he was certified with serious injuries.Magistrate Dr Joseph Mifsud LL.D was informed about the case and appointed a Magisterial Inquiry whilst Police investigation is still on going.",16/03/2025,2025-03-16 08:00:00,coast road,naxxar,Serious,40,M,1,Motorbike,,,,,,,,,,,,,,,,20250316,Serious,1,naxxar,coast road,early_morning,False,True,False,False,False,False,False,False,True,False,False,0,0,1,0,0,True,False,False,1,0,0,1,False,False,False,True,False,False,False,0,0,0,1,0,0,0,True,False,False,False,35.9462438,14.4481762,trunk,False,False,False,False,False,True,Northern,False,False,True,False,False
article_2419.0,Two pedestrians injured in Å»ebbuÄ¡,"A man and a woman were injured on Sunday when hit by a car on Vjal il-Ä¦elsien, Å»ebbuÄ¡. The police said the accident was reported at 8am. The 64-year-old woman and 68-year-old man, both from Å»ebbuÄ¡, were hit by a Peugeot 306 driven by a 59-year-old man from the same locality. The two were rushed to Mater Dei Hospital where the woman was found to have suffered grievous injuries while the man was slightly injured. Police investigations are ongoing.",16/03/2025,2025-03-16 08:00:00,vjal il-helsien,zebbug,Serious,59,M,0,Car,Grievious,64,F,1,Pedestrian,Slight,68,M,1.0,Pedestrian,,,,,,20250316,Serious,2,zebbug,vjal il-helsien,early_morning,False,True,False,False,False,False,False,False,False,True,True,0,0,0,2,1,True,True,False,2,1,0,3,False,True,False,False,True,False,False,0,2,0,0,1,0,0,True,False,False,False,35.8736616,14.4449743,tertiary,False,False,False,False,True,False,Central,True,False,False,False,False
article_2301.0,Motorcyclist critically hurt in crash with bus on GÄ§ajnsielem's MÄ¡arr Road,"A motorcyclist was critically injured when he collided with a bus at an accident blackspot in GÄ§ajnsielem early on Saturday morning. The biker, a 32-year-old man from Victoria, was riding a Yamaha motorcycle on Triq l-ImÄ¡arr at 5.45am when he crashed with an Otokar bus being driven by a 31-year-old man from St Paulâ€™s Bay. A medical team was called to the site and rushed the victim to Gozo General Hospital for treatment. Doctors there certified him as being seriously injured and he was subsequently transferred to Mater Dei Hospital for further treatment. Magistrate Brigitte Sultana is leading an inquiry into the case.",22/03/2025,2025-03-22 05:45:00,triq l-imgarr,ghajnsielem,Serious,32,M,1,Motorbike,not injured,31,M,0,Bus,,,,,,,,,,,20250322,Serious,1,ghajnsielem,triq l-imgarr,night,False,False,False,False,False,True,False,False,True,False,False,0,0,2,0,0,True,False,False,2,0,0,2,False,False,False,True,False,False,True,0,0,0,1,0,0,1,True,False,False,False,36.02573,14.29241,secondary,False,False,False,True,False,False,Gozo,False,True,False,False,False
article_2259.0,Woman seriously injured in Nadur traffic accident,"A woman was left with serious injuries following a traffic accident in Nadur on Saturday afternoon. The accident, which occurred on Triq ir-Rabat at around 1.30pm, saw the BMW driven by the woman, a 43-year-old Sannat resident, involved a collision with an ERF truck driven by a 26-year-old man from Xewkija. A medical team attended the scene and the woman was taken to Gozo General Hospital for further treatment, where her injuries were certified as serious.Â  Investigations into the incident are ongoing.",22/03/2025,2025-03-22 13:30:00,triq ir-rabat,nadur,Serious,43,F,1,Car,Unknown,26,M,0,Van,,,,,,,,,,,20250322,Serious,1,nadur,triq ir-rabat,afternoon,True,False,False,False,False,False,False,False,True,False,False,0,0,2,0,0,True,True,False,1,1,0,2,False,False,False,False,True,True,False,0,0,0,0,1,1,0,True,False,False,False,36.0672705,14.259524,secondary,False,False,False,True,False,False,Gozo,False,True,False,False,False
article_2201.0,Watch: Car drives over motorcycle after accident,"A vehicle drove over a motorcycle after an accident, footage which surfaced on Wednesday on Malta Disastru Totali shows. It is not clear when the incident took place but the video appears to have been shot on Triq Mons Mikel Azzopardi in SiÄ¡Ä¡iewi. It shows the motorcyclist kicking the vehicle as it drives off.  The motorcyclist was accompanied by a young passenger. They were unhurt. Police said there were no reports over the last few days relating to the incident.",26/03/2025,2025-03-26 00:00:00,triq mons mikel azzopardi,siggiewi,not injured,Unknown,Unknown,0,Motorbike,not injured,Unknown,Unknown,0,car,,,,,,,,,,,20250326,not injured,0,siggiewi,triq mons mikiel azzopardi,night,False,False,False,False,False,True,False,False,False,False,False,0,0,0,0,0,False,False,True,0,0,2,2,False,False,False,True,True,False,False,0,0,0,1,1,0,0,False,False,False,True,35.83296,14.44018,residential,False,False,True,False,False,False,Central,True,False,False,False,False
