id,title,content,date_published,accident_datetime,street,city,A_accident_severity,A_driver_age,A_driver_gender,A_number_injured,A_vehicle_type,B_accident_severity,B_driver_age,B_driver_gender,B_number_injured,B_vehicle_type,C_accident_severity,C_driver_age,C_driver_gender,C_number_injured,C_vehicle_type,D_accident_severity,D_driver_age,D_driver_gender,D_number_injured,D_vehicle_type,accident_date_id
article_3255.0,Two men grievously injured in separate traffic accidents,"Two men were hospitalised on Saturday after suffering grievous injuries in separate traffic accidents. The first accident happened at Ħal Farrug Street, Luqa at 5am and involved a 34-year-old man from Qrendi. The police said the man lost control of the Ford Fiesta he was driving and crashed into an electricity pole. He was taken to hospital for treatment where he was certified to be suffering grievous injuries. In a separate accident later on Saturday, a 59-year-old man from Fgura driving a Yamaha YB125 motorbike was involved in a collision with a Mazda Demio driven by a 30-year-old man from Birkirkara. The accident happened in Rue D’Argens, Gżira at 12.45pm. The motorcyclist was hospitalised with grievous injuries. Investigations in both accidents are currently underway.",2025-02-01,2025-02-01 05:00:00,hal farrug street,luqa,Grievious,34,M,1,Car,,,,,,,,,,,,,,,,20250201
release_79,Man grievously injured in a traffic accident,"Yesterday, at around 1900 hrs, the Police were informed of a traffic accident in Triq il-Palma, Paola.Preliminary investigations showed that a 68-year-old man, a resident of Paola, was hit by a Renault Clio that was being driven by a 44-year-old man, also a resident of Paola.The victim was assisted by a medical team and taken to Mater Dei Hospital by an ambulance. He was later certified to have sustained grievous injuries.The Police are investigating the case",2025-02-04,03/02/2025 19:00,triq il-palma,paola,Grievious,44,M,1,Car,,,,,,,,,,,,,,,,20250203
release_73,Żejtun traffic accident,"Today, at around 1130 hrs, the Police were informed of a traffic accident in Triq Alfredo Cachia Zammit, Żejtun.Preliminary investigations showed that a collision occurred between a Skoda Fabia that was being driven by a 58-year-old woman from Zabbar and a Yamaha T115 motorcycle that was being driven by a 66-year-old man from Cospicua. A 56-year-old woman from Cospicua was also on the bike.The driver and the passenger were assisted by a medical team and taken to Mater Dei Hospital by an ambulance. They were later certified to have sustained grievous injuries.The Police are investigating the case.",2025-02-04,04/02/2025 11:30,triq alfredo cachia zammit,zejtun,not injured,58,F,0,Car,Grievious,66,M,2,Motorbike,,,,,,,,,,,20250204
article_3197.0,Two injured in Żejtun crash,"A motorcyclist and a pillion rider were seriously injured in a collision in Żejtun on Tuesday morning. The police said the crash occurred in Triq Alfredo Cachia Zammit at 11.30am. It involved a Skoda Fabia driven by a 58-year-old woman from Żabbar and a Yamaha T115 driven by a 66-year-old man from Cospicua accompanied by a 56-year-old woman from Cospicua, who was riding pillion. Both were given first aid by a medical team before being hospitalised. . The police are investigating.",2025-02-04,2025-02-04 11:30:00,triq alfredo cachia zammit,zejtun,not injured,58,F,0,Car,Serious,66,M,2,Motorbike,,,,,,,,,,,20250204
release_107,Motorcycle accident in Attard,"A 52-year-old man and residing in Ħaż-Żebbuġ, at around 0900hrs, was taken to Mater Dei Hospital because he was injured in a traffic accident in Vjal L-Istadium Nazzjonali in Ta’ Qali, Attard.Preliminary investigations showed that the man was riding a Kymco motorcycle, lost control and fell.He was assisted by a medical team, taken to hospital by ambulance and certified to have sustained grievous injuries.Police investigations are ongoing.",2025-02-05,05/02/2025 09:00,vjal l-istadium nazzjonali,attard,Grievious,52,M,1,Motorbike,,,,,,,,,,,,,,,,20250205
article_3206.0,Motorcyclist grievously injured in Ta' Qali,"A man was grievously injured when he fell off his motorbike on Vjal l-Istadium Nazzjonali in Ta' Qali, Attard. The police said in a statement the man - a 52-year-old from Żebbuġ - was driving a Kymco. The accident was reported at 9am on Wednesday. Police investigations are ongoing.",2025-02-05,2025-02-05 09:00:00,vjal l-istadium nazzjonali,attard,Grievious,52,M,1,Motorbike,,,,,,,,,,,,,,,,20250205
article_3169.0,Motorcyclist injured in traffic accident on Naxxar's Labour Avenue,"A motorcyclist was rushed to Mater Dei Hospital on Thursday morning following a traffic accident on Labour Avenue in Naxxar. The police told Times of Malta the 35-year-old man, from Mosta, was driving a Yamaha XP560 on Labour Avenue at around 8am.  He was involved in a crash with a Toyota Vitz driven by a 26-year-old woman from Żabbar. The motorcyclist was rushed to Mater Dei. While his condition remains unknown, he did not suffer life-threatening injuries. Police investigations are ongoing.",2025-02-06,2025-02-06 08:00:00,labour avenue,naxxar,Slight,35,M,1,Motorbike,not injured,26,F,0,Car,,,,,,,,,,,20250206
release_100,Traffic accident in Gozo,"Yesterday, at around 2100hrs, the Police were informed of a traffic accident in Triq ir-Rabat, Żebbuġ, Gozo.The Police immediately went to the scene and from a preliminary investigation it was revealed that a 25-year-old Macedonian resident of Żebbuġ, Gozo, lost control of the Isuzu WFR van he was driving and fell into a valley about one and a half stories high. In the van, there was a 36-year-old compatriot also resident of Żebbuġ, Gozo.Members of the Civil Protection and a medical team were called to the scene to assist. An ambulance took the men to the Gozo General Hospital to receive the necessary treatment, where they were certified with grievous injuries.Police investigations are still ongoing.",2025-02-09,08/02/2025 21:00,triq ir-rabat,zebbug,Grievious,25,M,2,Van,,,,,,,,,,,,,,,,20250208
article_3100.0,"Van crashes down six-metre-deep valley, two injured","Two men were seriously hurt as a van crashed down a six-metre-deep valley in Gozo on Saturday evening. The police said the accident happened at 9pm when a Isuzu WFR went out of control as it was being driven at Triq-ir-Rabat, the road which leads from Victoria (Rabat) to Marsalforn. It ended up in the valley below the road.  The vehicle was being driven by a 25-year-old man from North Macedonia, accompanied by a 36-year-old compatriot, but residents of Żebbuġ. They were rescued by Civil Protection personnel and taken to hospital in a serious condition. The police are investigating.",2025-02-09,2025-02-08 21:00:00,triq-ir-rabat,marsalforn,Serious,25,M,2,Van,,,,,,,,,,,,,,,,20250208
release_102,Two policemen injured in Tarxien accident,"Two police officers were grievously injured last night when they were involved in an accident while following a vehicle which left the scene at excessive speed after the driver noticed the presence of the police.At around 0130hrs, the Police were asked to assist on an argument in Żurrieq. Upon arriving in the vicinity, they noticed a person who was involved in the case fleeing the scene with a BMW.The police therefore followed this vehicle and as soon as they arrived in Triq is-Sorijiet, Tarxien, the Corps vehicle, Hyundai Tucson, was involved in a collision with a Fiat 500, driven by a 25-year-old woman residing in Tarxien. The two policemen were taken to Mater Dei Hospital for treatment and were certified to be suffering from grievous injuries, while the woman suffered slight injuries.Six parked vehicles were hit as a result of the impact.A number of persons are being spoken to by the Police about the case.Police investigations into this case are ongoing.",2025-02-09,09/02/2025 01:30,triq is-sorijiet,tarxien,Grievious,unknown,unknown,2,Car,Slight,25,F,1,Car,,,,,,,,,,,20250209
release_43,Woman grievously injured in traffic accident,"A 75-year-old woman who lives in Marsascala, at around 0945hrs, was taken to Mater Dei Hospital because she was injured in a traffic accident in Triq Sant’Antnin, Marsascala.Preliminary investigations showed that the victim was hit by a Mazda Demio, which was being driven by a 54-year-old woman residing in Marsascala aswell.The woman was assisted by a medical team, taken to hospital by ambulance and certified to have sustained grievous injuries.Police investigations are ongoing.",2025-02-09,09/02/2025 09:45,triq santantnin,marsascala,Grievious,54,F,1,Car,,,,,,,,,,,,,,,,20250209
article_3090.0,Fatal Kirkop tunnels crash happened 'during illegal car race',"A motorist who died late on Monday was taking part in an illegal car race, sources confirmed on Tuesday. Christ Gatt, 24, of Mtarfa, died on the spot after his BMW crashed into a concrete pillar at the mouth of the Kirkop tunnels, having apparently clipped a centre strip and careened across the road. ""Thank God there was nobody on the other lane as the consequences would have been far worse,"" a source close to the investigation told Times of Malta.  A passenger in the car was injured and hospitalised after the 9pm accident.   And a friend from school, Charlot Spiteri, described him as a person ""with a kind heart and always with a smile on his face"".  He was the fourth person to die on Malta's roads so far this year.  Italian motorcyclist Danilo De Dominicis was killed on January 23 after crashing into the wall of the Tal-Qroqq tunnels.  A 24-year-old pedestrian, Gauri Kumari Baral, died six days after she was hit by a pick up truck on January 6. Malta's first crash victim of the year was Alejandro Brincat, 25, from Mtarfa, who was killed when his car smashed into a tree on the Mdina road in Attard, also on January 6.",2025-02-11,2025-02-10 21:00:00,kirkop tunnels,kirkop,Fatal,24,M,2,Car,,,,,,,,,,,,,,,,20250210
article_3095.0,Motorist dies in Kirkop tunnels crash,"A motorist, 24, was killed and a passenger was injured in a crash at the mouth of the Kirkop tunnels late on Monday evening. Members of the Civil Protection Department were called to rescue the two men from the wreckage of their BMW car. The driver, later identified as Chris Gatt from Mtarfa, died at the scene while the passenger, a 25-year-old also from Mtarfa was hospitalised.  Sources said no other cars were involved in the 9pm crash. The police said the car went out of control and crashed into a pillar on the opposite side of the road.  Magistrate Joe Mifsud is holding an inquiry. The police are investigating.",2025-02-10,2025-02-10 21:00:00,kirkop tunnels,kirkop,Fatal,24,M,2,Car,,,,,,,,,,,,,,,,20250210
