id,title,content,date_published,accident_datetime,street,city,A_accident_severity,A_driver_age,A_driver_gender,A_number_injured,A_vehicle_type,B_accident_severity,B_driver_age,B_driver_gender,B_number_injured,B_vehicle_type,C_accident_severity,C_driver_age,C_driver_gender,C_number_injured,C_vehicle_type,D_accident_severity,D_driver_age,D_driver_gender,D_number_injured,D_vehicle_type,accident_date_id,accident_severity,total_injured,delete_flag,C_city,C_street,duplicate_of_id
release_91,Young woman seriously injured in traffic accident,"A 17-year-old girl, residing in Qormi, yesterday, at around 1730hrs, was taken to Mater Dei Hospital because she was injured in a traffic accident in Triq il-Marfa, Mellieha.Preliminary investigations showed that the girl was hit by a Jeep Grand Cherokee driven by a 52-year-old man who lives in Zejtun. Consequently, the Jeep also hit a Honda Civic which was parked.The victim was assisted by a medical team, taken to hospital by ambulance and certified to be seriously injured.Magistrate Dr Ian Farrugia LL.D was informed of the case and appointed an inquiry.Police investigations are ongoing.",14/12/2024,13/12/2024 17:30,triq il-marfa,mellieha,Serious,52,M,1,Car,,,,,,,,,,,,,,,,20241213,Serious,1,retain,mellieha,triq il-marfa,
article_4066.0,"Two people, including teenage girl, critically hurt in two separate crashes","A 29-year-old man and 17-year-old girl were critically injured in two separate traffic accidents on Friday, the police said in two statements. The first incident occurred in MellieÄ§a at around 5.30pm, when the 17-year-old was hit by a Jeep Grand Cherokee on Triq il-Marfa. The Jeep, driven by a 52-year-old Å»ejtun man, smashed into a parked Honda Civic as a result of the incident. The teenage victim was given first aid on site and rushed to Mater Dei Hospital by ambulance to be treated for her serious injuries. Two hours later, police were busy responding to another serious incident in Gudja. A man was fixing a punctured tyre on a Ford Fiesta that stopped on Dawret il-Gudja at around 7.45pm when he was hit by a Skoda Fabia driven by a 50-year-old Gudja resident. The victim, a 29-year-old from BirÅ¼ebbuÄ¡a, ended up squashed between the two vehicles and was seriously injured as a result. He was given first aid and taken to Mater Dei Hospital by ambulance, where he is receiving treatment. Magistrate Ian Farrugia is leading two separate inquiries into the two traffic incidents. Police have also launched their own investigations into the incidents.",14/12/2024,13/12/2024 17:30,triq il-marfa,mellieha,not injured,52,M,0,Car,Serious,17,F,1,Pedestrian,,,,,,,,,,,20241213,Serious,1,delete,mellieha,triq il-marfa,release_91
release_101,Motorcycle accident in St Paul&#8217;s Bay,"Update:Unfortunately, the 54-year-old Englishman recently lost his life at Mater Dei Hospital.The Magisterial Inquiry and Police investigations are ongoing.Earlier: A 54-year-old Englishman resident in MellieÄ§a, at around 1700hrs, was taken to Mater Dei Hospital because he was injured in a traffic accident in Dawret San Pawl, St Paulâ€™s Bay.Preliminary investigations showed that the man was riding a Honda motorcycle, lost control and crashed into a skip which was stationary on the road.He was assisted by a medical team, taken to hospital by ambulance and certified to be seriously injured.Magistrate Dr Ian Farrugia LL.D was informed of the case and appointed an inquiry.Police investigations are ongoing.",11/12/2024,11/12/2024 17:00,dawret san pawl,st pauls bay,Fatal,54,M,1,Motorbike,,,,,,,,,,,,,,,,20241211,Fatal,1,delete,san pawl il bahar,dawret san pawl,
article_4024.0,â€˜Iâ€™m tired of going to friendsâ€™ funeralsâ€™: bikers' anger after skip crash death,"The president of a motorcycle advocacy group has expressed his anger at the perceived negligence of the authorities, which he says led to the death of a biker last week. Dieter Vink, 54, died last Friday, two days after crashing his motorcycle into a skip positioned on the final curve of the St Paulâ€™s Bay bypass before the Xemxija roundabout.  â€œIâ€™m sick of going to funerals. It feels like our lives are cheap,â€ Galea said, mentioning the deaths of Johanna Boni, after being hit by a truck in 2015, and Marie Claire Lombardi, who lost control of her bike after it skidded on olives spilled onto the road in 2022. Speaking about the experience of riding a motorcycle more generally, Galea said it had become more dangerous to drive on Maltaâ€™s roads over the past four or five years. â€œI think itâ€™s because drivers are frustrated by the ever-increasing traffic, which in turn leads them to drive in an impatient and careless manner. Right now, the situation feels like itâ€™s beyond repair,â€ he said. Aldo Overend, a committee member of the NGO, echoed Galeaâ€™s sentiments.Â  â€œWe just hope this accident will lead to action because we canâ€™t go on like this,"" he said. ""While riding, I feel like I constantly have to dodge heavy vehicles, construction materials, fresh concrete and water leaking from bowsers, as well as reckless car drivers not taking us into account."" Official data shows almost 40 per cent of all road traffic casualties involve motorcyclists.Â  Vinkâ€™s family and friends have vowed to get justice for his death and are seeking legal advice. A GoFundMe page has been set up to raise funds to cover funeral and legal expenses, along with a fundraising bike ride planned for December 28, starting at Mater Dei Hospital and ending at Vinkâ€™s second home, The Pitstop in Xemxija.",17/12/2024,11/12/2024 17:00,st pauls bay bypass,st pauls bay,Fatal,54,M,1,Motorbike,,,,,,,,,,,,,,,,20241211,Fatal,1,retain,san pawl il bahar,xemxija bypass,
article_4007.0,TM suspends permits of contractor responsible for skip involved in fatal crash,"Transport Malta has suspended future permits for the contractor responsible for a skip left on the St Paulâ€™s Bay bypass that was hit by a motorcyclist in a fatal accident last week. In a statement on Monday evening, TM said it had â€œsuspended any future permits for this contractor until all safety standards are assured,â€ while confirming the contractor had â€œillegallyâ€ resumed works last week without a valid permit or informing the agency. â€œThese works had been stopped for months, and any resumption without proper authorisation is entirely the responsibility of the contractor,â€ it said. Dieter Vink, 54, was riding a Honda motorcycle on Wednesday evening when he smashed into the stationery garbage skip placed on the bypass' final curve leading to the Xemxija roundabout. The collision left Vink in a critical condition and he was taken to Mater Dei Hospital for treatment, there succumbing to his injuries on Friday night. Footage of the incident generated an outpouring of grief and anger, with many calling for accountability over what they claimed as negligence on the part of the contractor. Times of Malta has been informed by multiple sources that the contractor in question is JV Infrastructure. Repeated attempts to contact the company were unsuccessful. Vinkâ€™s family have said they â€œwant justice, and we will not let him pass in vain,â€ and have demanded accountability for the events that led to the popular hairdresserâ€™s death. Speaking to Times of Malta less than 24 hours after his death, the family said Vink had suffered catastrophic brain trauma in the accident, with other injuries including a broken right arm, several fractured ribs, a punctured liver and spleen, two black eyes and cuts and bruises all over his body. Fleur Marie Cilia Buckett said the crash helmet the motorcyclist was wearing at the time of the crash looked like â€œcorn flakes,â€ while stressing Vink was a careful rider. â€œThat could have easily been any of us,â€ she said. The skip left on the road earlier that day is believed to have been placed there while JV Infrastructure was carrying out works on a boundary wall in the area. Â St Paul's Bay mayor Censu Galea said the skip had also been placed on the road a few months before the fatal incident and that residents nearby had complained at the time about it being a danger.",16/12/2024,11/12/2024 17:00,st pauls bay bypass,st. pauls bay,Fatal,54,M,1,Motorbike,,,,,,,,,,,,,,,,20241211,Fatal,1,delete,san pawl il bahar,xemxija bypass,article_4024.0
article_2975.0,â€˜We are utterly disgusted. But this is Maltaâ€™: crash victim parents in the dark,"The parents of a motorcyclist killed in a horror crash with an unpermitted skip say they have been left in the dark, with the authorities failing to provide updates or press charges two months later.Â  Anthony Holmes, 80, and his wife, Patricia, 79, spoke to Times of Malta from the home of their late son, Dieter Vink, where they were still sorting their sonâ€™s belongings. â€œNo one has been in touch at all,â€ said Vinkâ€™s mother, noting there had been complete silence from the authorities since her husband and their sonâ€™s close friend, Juliette Johnson, collected his personal items. â€œWe are extremely disappointed that things havenâ€™t moved on,â€ she added.Â  Anthony Holmes went further: â€œIt is more than disappointing. We are utterly disgusted. But I learnt this is Malta.â€ , police would have been on this like white on rice and probably would have charged whoever is responsible by now,â€ said Vinkâ€™s father.Â  The couple, originally from Yorkshire, England, said that such obstacles in a UK street would have seen half a mile of cones and warning lights to divertÂ traffic.Â  â€œThere was nothing for our son to see. It is too relaxed in Malta, and it feels like health and safety doesnâ€™t exist here,â€ he added. Footage of the crashâ€™s aftermath sparked widespread anger on social media, with many calling for accountability, citing alleged negligence by the contractor. Multiple sources informed Times of Malta that JV Infrastructure was responsible for the skip, but repeated attempts to contact the company were unsuccessful. 'I donâ€™t even want to get out of bed' A magisterial inquiry is ongoing, but the lack of communication and updates has deeply affected Vinkâ€™s family and friends.Â  Clutching a locket containing a strand of her sonâ€™s hair, his mother admitted: â€œI donâ€™t even want to get out of bed most days anymore.â€ She recalled her fond memories of Malta, where she lived as a child while her father worked with the Royal Air Force. For decades, the couple had vacationed here yearly, often staying up to 90 days post-Brexit. What was once a â€œhome away from homeâ€ has changed forever.Â  â€œAt first, I swore I would never return, but his ashes are here, and I want to maintain a connection to him in some way,â€ Patricia Holmes said.Â  As they prepare to return to the UK, Vinkâ€™s parents are already planning their return in a few months for a vigil in their sonâ€™s honour and hope to plant freesias in the small park near his home. â€œLike that, we can sit and talk to him,â€ his mother said.Â For now, they believe these small acts offer a semblance of closure. But, they stress, it is far from enough and demand justice for their son.",16/02/2025,11/12/2024 17:00,st pauls bay bypass,st pauls bay,Fatal,54,M,1,Motorbike,,,,,,,,,,,,,,,,20241211,Fatal,1,delete,san pawl il bahar,xemxija bypass,article_4024.0
article_4067.0,"Tributes, anger flow for motorcyclist killed after slamming into a skip","Dieter Vink was a true gentleman, said friends of the 54-year-old British motorcyclist, who died on Friday night, two days after crashing into a skip placed on a curve of the bypass leading to Xemxija. Friends and acquaintances have remembered Vink as a warm and principled man who left an indelible mark on their lives but there is palpable anger over whether the tragedy could have been prevented.Â  Fleur Marie Cilia Buckett, who had been friends with Vink for 17 years, described the victim as ""an amazing man"" who stood by her in her darkest hours. In return, she stayed by his side in the hours following his tragic crash. â€œHe was a man full of morals, good Yorkshire stock, and an animal lover to his core,â€ she said. Buckett recalled how they met on the social platform Hi5, where Vink adopted his beloved cats, Xemx and Bomba, who are now in need of a new home. Buckett expressed her devastation upon learning of his accident from a Times of Malta online report. â€œMy heart stopped, and I howled in disbelief. He was so careful - that could have easily been any of us.â€ Determined to honour her friendâ€™s memory, Buckett is organising a bike ride in his name on December 28, starting at Mater Dei Hospital and ending at Xemxija Pitstop, where donations will be collected to help pay for his cremation and lawyers' fees. They will also set up a GoFundMe page for the above.Â  â€œI can assure you I will fight tooth and nail till justice is served,â€ she added.  Dorian Sid Turner, a fellow motorcyclist and a friend of Vink for 10 years, echoed these sentiments. â€œThe world lost a true gentleman,â€ he said, reminiscing about how Vink, a freelance hairdresser, would cut his and his sonâ€™s hair. â€œHe was such a good listener. Even if I was having a bad day, somehow he could make me smile,â€ Turner added. Speaking on behalf of the biking community, he vowed that Vinkâ€™s death would not be in vain. â€œWe will not rest until justice is served,â€ Turner said. Vink, who lived in Malta since the 1990s, originally hailed from Yorkshire, England. After training as a hairdresser, he later became a customer service specialist. For the past five years, he was a familiar face at the Xemxija Pitstop, where owner Vickie Cutajar described him as â€œa true gentlemanâ€ and â€œa very good client.â€ â€œDieter was warm and friendly,â€ Cutajar said, adding that customers recognised him immediately from news reporting the accident because of his motorcycle. She shared how Vink would often stop by on his way to work for his usual Americano and toast, a routine the staff will deeply miss. The police confirmed that Vink was riding his Honda motorcycle on Wednesday evening when he collided with the skip. Although emergency responders took him to Mater Dei Hospital, he succumbed to his injuries on Friday. Transport Malta, Infrastructure Malta, and the St Paulâ€™s Bay local council have denied issuing any permit for the skip to be placed in the busy thoroughfare. The skip is believed to have been placed by a contractor working on a boundary wall. St Paulâ€™s Bay mayor Censu Galea said that residents had previously raised safety concerns about the skip, which had been placed at the same location months earlier.",14/12/2024,11/12/2024 17:00,st pauls bay bypass,st paul's bay,Fatal,54,M,1,Motorbike,,,,,,,,,,,,,,,,20241211,Fatal,1,delete,san pawl il bahar,xemxija bypass,article_4024.0
article_4087.0,Man who crashed into skip on St Paul's Bay bypass dies in hospital,"Updated 12pm with victim's name A motorcyclist who smashed into a skip on the St Paul's Bay bypass this week has died, the police have said.Â  Dieter Vink, 54, was riding a Honda motorcycle on Wednesday evening when he crashed into a skip placed on the bypass' final curve leading to the Xemxija roundabout. Police and emergency responders rushed to the scene and took him to Mater Dei Hospital for treatment. On Saturday morning, the police issued a statement to inform the public that he had died while there. Vink was a British national who lived in MellieÄ§a. A hairdresser by training, he switched careers some years back and worked as a customer service specialist.Â  Â  Transport Malta, Infrastructure Malta and the St Paul's Bay local council have all said they had not issued a permit to allow the skip to be parked on the busy thoroughfare on the day of the crash.Â Â  The skip is believed to have been placed there by a contractor carrying out works on a boundary wall in the area.Â  St Paul's Bay mayor Censu Galea said the skip had also been placed on the road a few months back, and that residents nearby had complained at the time about it being a danger.",14/12/2024,11/12/2024 17:00,st paul's bay bypass,st paul's bay,Fatal,54,M,1,Motorbike,,,,,,,,,,,,,,,,20241211,Fatal,1,delete,san pawl il bahar,xemxija bypass,article_4024.0
article_4110.0,Skip involved in horror St Paulâ€™s Bay bypass crash 'did not have permit',"A private contractor who placed a skip on St Paul's Bay bypass that was involved in a serious road accident on Wednesday did not have a permit, local authorities say.Â  The mayor of St Paulâ€™s Bay, Infrastructure Malta, and Transport Malta all said they did not grant permission for the unnamed contractor to place a skip on the road on Wednesday.Â  A 54-year-old motorcyclist was seriously injured when he crashed into the stationary garbage skip left on a blind bend along the bypass.  Transport Malta said it ""was not informed about the works, and the contractor did not hold a valid permit to carry out works at the site where the accident occurred.""Â  Similarly, Infrastructure Malta said it ""had not been notified about the works, and no permission was requested for them."" However, it acknowledged that the accident occurred near works being carried out by a private contractor under its administration. It did not name the contractor involved. In October, Infrastructure Malta began work to replace a dangerous leaning wall along the same bypass section where the accident happened. St Paulâ€™s Bay Mayor, Censu Galea, also confirmed that the council had not issued any permits. ""No permits were ever issued as far as I am informed,"" he said. He said he was told the skip was placed on the road at around 1pm on Wednesday. The incident was reported to the police at around 5pm.Â  The mayor noted that the same skip had been in the same location two to three months ago, and people raised safety concerns with the council at the time. He explained that once he was informed, the council alerted Infrastructure Malta, which added cones and bollards at that time. The skip involved in Wednesdayâ€™s accident was left at the final curve leading to the Xemxija roundabout. According to the police, the injured motorcyclist, an English man from MellieÄ§a, lost control of his Honda and collided with the skip. He remains in Mater Dei Hospital with serious injuries. While traffic cones and a bollard were at the site, an eyewitness and social media users described these safety features as insufficient.",12/12/2024,11/12/2024 17:00,st pauls bay bypass,st paul's bay,Serious,54,M,1,Motorbike,,,,,,,,,,,,,,,,20241211,Serious,1,delete,san pawl il bahar,xemxija bypass,article_4024.0
article_4093.0,Motorcyclist seriously hurt in St Paul's Bay bypass crash,"A motorcyclist was rushed to hospital in a critical condition after he smashed into a stationary garbage skip on the St Paul's Bay bypass on Wednesday afternoon. The incident was reported to the police at around 5pm.Â  A police spokesperson said the man - a 54-year-old English man from MellieÄ§a - suffered serious injuries and was rushed to Mater Dei Hospital. According to the police, the man lost control of his Honda and crashed into a stationary skip on the bypass.",11/12/2024,11/12/2024 17:00,st paul's bay bypass,st paul's bay,Serious,54,M,1,Motorbike,,,,,,,,,,,,,,,,20241211,Serious,1,delete,san pawl il bahar,xemxija bypass,article_4024.0
release_83,Woman grievously injured in traffic accident,"A 60-year-old woman residing in Swieqi, at around 1115hrs, was taken to Mater Dei Hospital because she was injured in a traffic accident in Triq E. Bradford corner with Triq il-Kappella tax-XagÄ§ra, Naxxar.Preliminary investigations showed that the woman was hit by a Volkswagen Polo driven by a 48-year-old woman who lives in Mosta.The victim was assisted by a medical team, taken to hospital by ambulance and certified to have sustained grievous injuries.Police investigations are ongoing.",11/12/2024,11/12/2024 11:15,triq e. bradford,naxxar,Grievious,48,F,1,Car,,,,,,,,,,,,,,,,20241211,Grievious,1,retain,naxxar,triq ernle bradford,
article_4208.0,Driver stuck in traffic says speeding LESA car shattered his mirror,"A motorist claims his car mirror was shattered by a speeding LESA vehicle that failed to stop after hitting his car while he was stuck in traffic. Frank Xerri De Caro, 78, was driving his Toyota Yaris home after a meeting on Wednesday around 5pm when the accident occurred on the Regional Road, near the St Julianâ€™s tunnels. Heavy traffic had brought vehicles to a near standstill, leaving little room for manoeuvring. As he approached the tunnels next to St Clareâ€™s Convent, Xerri De Caro said he noticed what he then believed to be a police car with sirens blaring in the distance. Attempting to give way, he moved his car closer to the side of the road. â€œI could tell the car was coming quite close to me but I couldnâ€™t move anymore as I didnâ€™t have more space to,â€ he explained. Moments later, he said a speeding LESA vehicle struck his right-hand side mirror, shattering it into pieces on the ground. Xerri De Caro described feeling both shocked and frustrated, notably when the car continued without stopping to assess the situation. â€œI was shocked at that moment but more so frustrated afterwards,â€ he said, explaining that he had to spend â‚¬300 to repair the damage. Xerri De Caro, who shared his experience on social media, initially said his mirror was destroyed by a police car.Â After filing a police report and speaking with the police on Thursday morning, he noticed he made a mistake and said that it had been a LESA car that hit his mirror.Â  He took to social media once again to praise the police for their efficient work and thanked them for their assistance.Â  LESA responded to the matter in question by saying, ""LESA has received no communication regarding this matter from the injured party prior to this media question."" They continued, "" LESA invites the injured party to provide all relevant information so that the necessary checks can be made, in accordance with the usual procedure.""",07/12/2024,04/12/2024 17:00,regional road,st julian's,not injured,78,M,0,Car,not injured,Unknown,Unknown,0,Car,,,,,,,,,,,20241204,not injured,0,retain,st julian,regional road,
article_495942.0,Traffic collision case collapses over identification failure and police error,"A St Paulâ€™s Bay man accused of causing a traffic collision has been acquitted after the alleged victim failed to identify him in court and police failed to follow proper procedures during the investigation. Dennis Attard, 49, of Triq l-Imsida, Santa Venera, faced five charges stemming from a collision on 23 September 2024 in Triq Censu Tabone, St Paulâ€™s Bay, including reckless driving, causing involuntary damage, driving without a licence, driving an unlicensed vehicle, and driving without insurance. The case centred on a collision between Attardâ€™s vehicle and a motorcycle ridden by Marland Herman Jones. Jones told the court he was riding down a narrow street when a car â€œjust kind of jumped inâ€ and pulled out in front of him. â€œI braked as hard as I could but I hit the I believe his door or the front right quarter panel,â€ he testified, adding that he â€œjust kind of fell over and jumped up cursing.â€ Jones explained that the driver claimed he had to leave urgently because â€œhis daughter was giving birth.â€ They exchanged phone numbers via WhatsApp, but when Jones attempted to contact him, he received no response despite seeing the messages had been viewed. â€œI tried to contact him again, no answer. He viewed the I saw it through the messaging app. I could tell that he watched it,â€ Jones testified. However, when asked to identify the accused in court, Jones admitted: â€œActually at at this date I canâ€™t recognize him in court, if this is the gentleman, I donâ€™t quite recognize him, I have to be honest.â€ He explained he had identified someone at the police station â€œover 8 months agoâ€ but â€œcouldnâ€™t tell you now.â€ The defence suggested Jones had hit the car from behind, but Jones firmly rejected this, stating repeatedly: â€œThatâ€™d be completely incorrectâ€ and â€œThatâ€™d be incredibly incorrect.â€ Magistrate Yana Micallef Stafrace dismissed all charges on Monday, ruling that Jones â€œdid not recognise the accused in Courtâ€ and noting his claimed identification at the police station â€œdoes not result from the police affidavit.â€ Moreover, the court found that â€œon the day of the collision the right to silence was not administered to the accused as required by law.â€ Court therefore concluded that â€œthe evidence does not provide beyond reasonable doubt all the elements of the crime, and therefore the imputations have not been proven to the degree required in the criminal field.â€ Attard chose not to testify and was acquitted of all charges.",06/10/2025,23/09/2024 00:00,triq censu tabone,st pauls bay,not injured,49,M,0,Car,not injured,none,M,0,Motorbike,,,,,,,,,,,20240923,not injured,0,retain,san pawl il bahar,triq censu tabone,
article_495320.0,Woman cleared of causing collision with six parked cars,"A court has cleared a woman of crashing a car into six parked vehicles after the prosecution failed to prove she was the driver. The incident happened in Naxxar Road, Birkirkara, on March 19, 2022. Esther Mifsud was arraigned before Magistrate Yana Micallef Stafrace and accused of dangerous and reckless driving, damaging the six parked cars due to negligence, and driving under the influence of alcohol. She denied the charges. The court observed that affidavits presented in court were â€œinconclusiveâ€ and â€œconfusingâ€ as to who was actually driving the vehicle at the time of the incident. It pointed out that jurisprudence laid down that the evidence on identity needs to be â€œclearâ€ and â€œunequivocalâ€. In this case the prosecution failed to prove beyond a reasonable doubt that the accused was driving the vehicle at the time of the incident and that she was driving under the influence. It was also noted that while the police had alleged that bodycam used by officers on the scene was switched on at the time of the incident, footage was never presented in court. â€œHad this evidence been presented, it would clearly have helped the court to identify the person behind the wheel,â€ Magistrate Yana Micallef Stafrace said. The court acquitted Mifsud of all charges brought against her.</p><p>Police inspector Diane Vella prosecuted. Lawyer Charles Mercieca appeared for the accused.",30/09/2025,19/03/2024 00:00,naxxar road,birkirkara,not injured,none,F,0,car,,,,,,,,,,,,,,,,20240319,not injured,0,retain,birkirkara,naxxar road,
article_3558.0,â€˜Donâ€™t give upâ€™: Isabelle Bonnici urges father seeking answers for sonâ€™s death,"Isabelle Bonnici, the mother of construction victim Jean Paul Sofia, has urged a Danish father seeking answers about his son's tragic death not to give up on advocating for his son.Â  Lars Neidhardt told Times of Malta that over a year since his son died in Malta in a traffic collision, he has been left in the dark by Maltese authorities.Â  Asger Emil Neidhard was a 25-year-old IT entrepreneur who came to Malta in October 2023 to enjoy a holiday with friends.Â Six days later, he diedÂ after he was hit by a Honda Accord driven by a 44-year-old man in the Regional Road tunnels. â€œTen days after the accident, my son arrived in Denmark in a coffin, and we never heard from the Maltese authorities about what happened to him,â€ Neidhardt said.Â  â€œItâ€™s very frustrating to lose oneâ€™s child and not know what happened. Is the case being investigated? Is the driver facing any consequences? We are completely left in the dark.â€  While many commenters expressed solidarity with the father and others speculated that achieving justice would be a long and thankless journey that may not even be successful, one voice of encouragement stood out from the rest.Â  Bonnici urged Neidhardt not to give in to negativity and keep fighting to seek the truth about his son's death.Â  ""Don't give up on getting justice for your son! Keep voicing your frustration, keep emailing, get the media, do whatever it takes... just don't give up!"" she said.Â  ""Not giving up gives others the courage to fight for their rights! If we all give up because of the so many injustices around us we will be giving power to the bullies! Let's not give more power to injustice but fight for more power to justice!"" Bonnici's son, Jean Paul Sofia, died when a building collapsed in Corradino in December 2022 in an incident that left five other people injured.Â  Her tenacity and relentlessness in campaigning for justice for her son made Bonnici a household name, as she stood outside parliament and regularly confronted MPs about Jean Paul's case.Â  Despite the government's refusal to order a public inquiry into the incident, Bonnici continued to campaign vociferously and mobilised so much public support that Prime Minister Robert Abela was forced to u-turn on the decision, announcing the inquiry just moments before a crowd of thousands turned up in Valletta for a protest vigil.Â  The inquiry led to an ongoing reform in the construction industry, with Bonnici regularly speaking out about issues in the sector.",16/01/2025,22/10/2023 22:00,regional road,st julian's,Fatal,25,M,1,Pedestrian,not injured,44,M,0,Car,,,,,,,,,,,20231022,Fatal,1,retain,st julian,regional road,
article_3588.0,Danish father â€˜left in the darkâ€™ about son killed in car accident,"The father of a Danish man who died after being hit by a car in St Julianâ€™s a year and a half ago has been left in the dark as to what happened the night his son died. Asger Emil Neidhardt, a 25-year-old IT entrepreneur, arrived in Malta on October 22, 2023, for a holiday with friends. Six days later, he died after he was hit by a Honda Accord driven by a 44-year-old man in the Regional Road tunnels. While a police spokesperson said the family had been provided with updates on the investigation and the ongoing magisterial inquiry, Neidhardtâ€™s father disputed this claim. â€œTen days after the accident, my son arrived in Denmark in a coffin, and we never heard from the Maltese authorities about what happened to him,â€ Lars Neidhardt told Times of Malta. â€œItâ€™s very frustrating to lose oneâ€™s child and not know what happened. Is the case being investigated? Is the driver facing any consequences? We are completely left in the dark.â€ While details of the accident are scarce, Neidhardt was in touch with the friends who were the last to see Asger. That night the group had gone out, yet Asger did not return to his accommodation with the others. â€œHis friends called and texted him during the night, but he never answered,â€ he said. The next morning, the group headed to the police station to report their missing friend. There, a police officer informed them about the accident and asked them to identify the body. They confirmed it was Asger. Later in the day, Asgerâ€™s mother received a call from the Maltese police informing her that her son was killed in a car accident. Neidhardt then found online media reports about his sonâ€™s death. â€œOne minute he is out for dinner and drinks, and then the next thing I find out is that my son is dead,â€ Neidhardt said. Ten days later, Asgerâ€™s body arrived in Denmark. His father recalled how more than 300 people attended his funeral in Aabenraa, the town where he grew up. Countless calls and emails Following the funeral, the family contacted the Danish Embassy (based in Rome) to see how they could get more information on what happened to Asger. The ambassador advised them to contact the attorney general. Since Asgerâ€™s death, his father has sent eight emails to the attorney general and made countless phone calls, only to receive the same response each time: the magisterial inquiry has not yet been concluded. â€œIt is now more than one year since my son died in Malta, and I still havenâ€™t heard one word from the authorities in Malta,â€ Neidhardt wrote in his last email to the attorney general on December 6, 2024. â€œPlease be informed that the inquiry is not yet concluded,â€ was the response he received. Neidhardt has started to question if anything has happened since the accident. â€œI am never informed how long I have to wait for an update or if the case is still under investigation. Nothing.â€  In a reply to questions regarding the magisterial inquiry, a police spokesperson said while the inquiry is still ongoing the family have been updated on the investigations. â€œWhile the investigating officer communicates with the family since the victimâ€™s family resides abroad, they have been updated about the investigations and the inquiry through the Danish Consulate,â€ the spokesperson said. Neidhardt confirmed the family were never in touch with the authorities, nor did the Consulate reach out to them. â€œWe have heard absolutely nothing.â€ â€˜Spread joy because of his positive attitudeâ€™ Neidhardt recalled how his son loved life and enjoyed travelling around Europe with friends for new experiences. â€œHe was a very caring, loving and funny young man, he loved his family and friends above all,â€ he said. â€œHe spread joy in the family and his surroundings because of his positive attitude and energy.â€ The last time Lars saw his son was two weeks before he died, during a family weekend trip at a summer house. â€œI hugged him in the driveway before he drove off back home. I still canâ€™t believe that I will never see him again.â€ This is not the first time that family members have raised questions about Maltese authorities following an incident. In 2016, Mike Mansholt, a 17-year-old who came to Malta on holiday, was found dead at the foot of Dingli Cliffs. The Maltese magisterial inquiry concluded that Mike had died of natural causes and police closed the case. While the Maltese and German post-mortem concluded that the teenager had no broken bones, the Medical University of Hanover uncovered that Mike was devoid of the heart, brain, neck organs, lungs, liver, pancreas, adrenal glands, right kidney, bladder, stomach and the small intestine. His backpack, along with his phone and GoPro camera, were never found. In 2021, Mansholtâ€™s father asked the German courts to order the Maltese authorities to reopen investigations into his sonâ€™s mysterious death.",16/01/2025,22/10/2023 22:00,regional road,st julian's,Fatal,25,M,1,Pedestrian,not injured,44,M,0,Car,,,,,,,,,,,20231022,Fatal,1,delete,st julian,regional road,article_3558.0
article_3220.0,Danish father is finally told driver will be charged over sonâ€™s death,"The driver who hit and killed a tourist in St Julianâ€™s more than a year ago will be charged in court, just weeks after theÂ Danish father spoke out publicly about authorities failing to update him about the case. Asger Emil Neidhardt, a 25-year-old IT entrepreneur, died on October 28, 2023, after he was hit by a Honda Accord driven by a 44-year-old man at the entrance of the Regional Road tunnels. His father, Lars Neidhardt, contacted Times of Malta three weeks ago to express his frustration after his requests for information about the fatal accident went ignored by the MalteseÂ authorities. He described how he was stonewalled by the police and the attorney general as he tried to get information on the progress of any investigation into the death. The Maltese police informed Neidhardt last Friday that the magisterial inquiry into his sonâ€™s death had been concluded and that the driver would be charged in court. â€œI am glad that we finally received some information about what happened,â€ Neidhardt told Times of Malta. He said it might be a â€œstrange coincidenceâ€ how the police reached out to him following a push by Times of Malta and the Danish media outlet TV2, yet, is relieved he finally receivedÂ information. â€œThis is the first proper and real information we received from Malta about my son,â€ he said. An e-mail sent by a member of the police victim support unit gives details on how investigations were concluded â€œsome weeks agoâ€ and the inquiry report by the magistrate had also been concluded.  â€œThe driver of the vehicle was detained on site and tested negative for alcohol,â€ the e-mail reads. The e-mail states that charges against the driver have been issued and the police are awaiting a date for the first court hearing. No details were provided on when the driver will be arraigned or the exact charges he will face. However, Neidhardt has been assured he will be kept informed as next of kin. In a reply to questions, a police spokesperson confirmed police investigations and the magisterial inquiry have been concluded. While Neidhardt said recounting the death of his son was â€œvery hardâ€, he was pleased he did, as it finally gave himÂ answers.Â  â€œGoing over all the e-mails from the attorney general, looking up pictures of Asger and having to recount his deathÂ has been very hard,â€ he said. â€œReliving the past was difficult but I am glad I did it and finally received some information.â€",04/02/2025,22/10/2023 22:00,regional road,st julians,Fatal,25,M,1,Pedestrian,not injured,44,M,0,Car,,,,,,,,,,,20231022,Fatal,1,delete,st julian,regional road,article_3558.0
